,Award date,Capacity (m3/d),Capacity (MGD),Capital Cost per Unit of Daily Capacity ($/m3/d),Country,Customer type,EPC contractor (desal),EPC price,Feedwater,Holding Company,Inflation Adjusted EPC,Latitude,Location,Location type,Longitude,Membrane type (RO),Online date,Owner - Client,Plant status,Plant supplier,Plant supplier share,Plant type,Procurement model,Project name,Region,RO Feed Pump Drive,RO Membrane Type,RO System,Size,Subregion,Technology,Thermal design,Unit size (m3/d),Units,Winner,Water price (USD/m3),Water Year,Water Cost,Water Inflation Multiple,Inflation Adjusted Water Cost,Water Stress,Inflation Adjusted Wellhead Natural Gas Price
10,2002.0,"2,500",0.66,3299.179822,Algeria,Municipalities as drinking water (TDS 10ppm - <1000ppm),"Grupo SETA, S.L.",6190000.0,Seawater (TDS 20000ppm - 50000ppm),"Grupo SETA, S.L.",8247949.554,36.8791667,Skikda,Land based,6.9066667,Spiral Wound Membrane,2003,HYDROTRAITMENT,Online,"Grupo SETA, S.L.",100.0,Stand-alone,EPC,Skikda,EMEA,Electric Motor,Spiral Wound Membrane,Single Pass,M,Middle East / North Africa,RO (Reverse Osmosis),,2500.0,1.0,,,0.0,0.0,0.0,0.0,3.444266526,4.019924394040472
11,2002.0,"2,400",0.63,3525.950634,Algeria,Municipalities as drinking water (TDS 10ppm - <1000ppm),SNTE FR,6210000.0,Seawater (TDS 20000ppm - 50000ppm),SNTE FR,8462281.521,36.8166667,Capcaxine,Land based,2.95,Spiral Wound Membrane,2002,,Online,SNTE FR,100.0,Stand-alone,EPC,Capcaxine,EMEA,Electric Motor,Spiral Wound Membrane,Single Pass,M,Middle East / North Africa,RO (Reverse Osmosis),,1200.0,2.0,,,0.0,0.0,0.0,0.0,3.444266526,4.019924394040472
12,2002.0,"2,400",0.63,3525.950634,Algeria,Municipalities as drinking water (TDS 10ppm - <1000ppm),SNTE FR,6210000.0,Seawater (TDS 20000ppm - 50000ppm),SNTE FR,8462281.521,36.8166667,Capcaxine,Land based,2.95,Spiral Wound Membrane,2002,,Online,SNTE FR,100.0,Stand-alone,EPC,Capcaxine,EMEA,Electric Motor,Spiral Wound Membrane,Single Pass,M,Middle East / North Africa,RO (Reverse Osmosis),,1200.0,2.0,,,0.0,0.0,0.0,0.0,3.444266526,4.019924394040472
13,2002.0,"1,300",0.34,1332.463579,Algeria,Tourist facilities as drinking water (TDS 10ppm - <1000ppm),"Ionics, Inc.",1300000.0,Brackish water or inland water (TDS 3000ppm - <20000ppm),GdF Suez,1732202.6530000004,,Algeria,Land based,,,2003,,Online,GdF Suez,100.0,Stand-alone,EPC,Algeria,EMEA,,,,M,Middle East / North Africa,ED (Electrodialysis),,1300.0,1.0,,,0.0,0.0,0.0,0.0,3.444266526,4.019924394040472
14,2002.0,"1,200",0.32,3520.272774,Algeria,Municipalities as drinking water (TDS 10ppm - <1000ppm),SNTE FR,3100000.0,Seawater (TDS 20000ppm - 50000ppm),SNTE FR,4224327.329,36.8025,Ain Benian,Land based,2.9194444,Spiral Wound Membrane,2002,,Online,SNTE FR,100.0,Stand-alone,EPC,Ain Benian,EMEA,Electric Motor,Spiral Wound Membrane,Single Pass,M,Middle East / North Africa,RO (Reverse Osmosis),,1200.0,1.0,,,0.0,0.0,0.0,0.0,3.444266526,4.019924394040472
15,2002.0,"1,200",0.32,3520.272774,Algeria,Municipalities as drinking water (TDS 10ppm - <1000ppm),,3100000.0,Seawater (TDS 20000ppm - 50000ppm),,4224327.329,36.89388889999999,Tigzirt,Land based,4.1225,Spiral Wound Membrane,2002,,Online,,,Stand-alone,EPC,Tigzir,EMEA,Electric Motor,Spiral Wound Membrane,Single Pass,M,Middle East / North Africa,RO (Reverse Osmosis),,1200.0,1.0,,,0.0,0.0,0.0,0.0,3.444266526,4.019924394040472
16,2002.0,379,0.1,3631.432976,Antigua and Barbuda,Tourist facilities as drinking water (TDS 10ppm - <1000ppm),"Ionics, Inc.",1010000.0,Seawater (TDS 20000ppm - 50000ppm),GdF Suez,1376313.0980000002,17.05,Antigua,Land based,-61.8,Spiral Wound Membrane,2002,,Online,GdF Suez,100.0,Stand-alone,EPC,Antigua,Americas,Electric Motor,Spiral Wound Membrane,Single Pass,S,Latin America / Caribbean,RO (Reverse Osmosis),,379.0,1.0,,,,,0.0,,5,4.019924394040472
17,2002.0,"1,090",0.29,1000.136686,Australia,Industry (TDS <10ppm),"Ionics, Inc.",800000.0,Pure water or tap water (TDS <500ppm),GdF Suez,1090148.988,-25.0,Australia,Land based,135.0,Spiral Wound Membrane,2002,,Online,GdF Suez,100.0,Stand-alone,EPC,Australia,Asia Pacific,Electric Motor,Spiral Wound Membrane,Single Pass,M,East Asia / Pacific,RO (Reverse Osmosis),,545.0,2.0,,,2013.0,3.19765777623273,1.052211352,2118.1014515760003,3.511488236,4.019924394040472
18,2002.0,"16,000",4.23,1149.196109,Canada,Industry (TDS <10ppm),GE Ionics,14650000.0,Brackish water or inland water (TDS 3000ppm - <20000ppm),GdF Suez,18387137.74,,Canada,Land based,,,2005,,Online,GdF Suez,100.0,Stand-alone,EPC,Canada,Americas,,,,L,North America,MED (Multi-effect Distillation),MVC (Mechanical Vapour Compression),16000.0,1.0,,,,,0.0,,1.205766615,4.019924394040472
19,2002.0,600,0.16,3531.028485,Chile,Power stations (TDS <10ppm),IDE Technologies Ltd.,1590000.0,Seawater (TDS 20000ppm - 50000ppm),IDE Technologies Ltd.,2118617.091,-22.0833333,Tocopilla,Land based,-70.2,,2003,,Online,IDE Technologies Ltd.,100.0,Stand-alone,EPC,Tocopilla,Americas,,,,S,Latin America / Caribbean,VC (Vapour Compression),,600.0,1.0,,,2008.0,0.558165325383406,1.138488549,2286.085006392,3.205366192,4.019924394040472
20,2002.0,"5,500",1.45,1332.463579,China,Industry (TDS <10ppm),CNC Water Technology,5500000.0,Seawater (TDS 20000ppm - 50000ppm),"Evoqua Water Technologies, LLC",7328549.685,38.9122222,Dalian,Land based,121.6022222,Hollow Fibre Membrane,2003,,Online,"Evoqua Water Technologies, LLC",100.0,Stand-alone,EPC,Dalian Petrochemical Company,Asia Pacific,Electric Motor,Hollow Fibre Membrane,Single Pass,M,East Asia / Pacific,RO (Reverse Osmosis),,2750.0,2.0,,,2012.0,0.42529303910866606,1.067623718,2148.0589206160003,2.944768721,4.019924394040472
21,2002.0,"3,672",0.97,994.5531348,China,Industry (TDS <10ppm),Nomura Micro Science,2680000.0,Pure water or tap water (TDS <500ppm),Nomura Micro Science,3651999.111,22.396428,China,Land based,114.109497,Spiral Wound Membrane,2002,,Online,Nomura Micro Science,100.0,Stand-alone,EPC,China,Asia Pacific,Electric Motor,Spiral Wound Membrane,Single Pass,M,East Asia / Pacific,RO (Reverse Osmosis),,734.4,5.0,,,2012.0,0.42529303910866606,1.067623718,2148.0589206160003,2.944768721,4.019924394040472
22,2002.0,"3,672",0.97,994.5531348,China,Industry (TDS <10ppm),Nomura Micro Science,2680000.0,Pure water or tap water (TDS <500ppm),Nomura Micro Science,3651999.111,22.396428,China,Land based,114.109497,Spiral Wound Membrane,2002,,Online,Nomura Micro Science,100.0,Stand-alone,EPC,China,Asia Pacific,Electric Motor,Spiral Wound Membrane,Single Pass,M,East Asia / Pacific,RO (Reverse Osmosis),,734.4,5.0,,,2012.0,0.42529303910866606,1.067623718,2148.0589206160003,2.944768721,4.019924394040472
23,2002.0,"3,600",0.95,973.4386703,China,Industry (TDS <10ppm),Nomura Micro Science,2630000.0,Pure water or tap water (TDS <500ppm),Nomura Micro Science,3504379.213,22.396428,China,Land based,114.109497,Spiral Wound Membrane,2003,,Online,Nomura Micro Science,100.0,Stand-alone,EPC,China,Asia Pacific,Electric Motor,Spiral Wound Membrane,Single Pass,M,East Asia / Pacific,RO (Reverse Osmosis),,720.0,5.0,,,2012.0,0.42529303910866606,1.067623718,2148.0589206160003,2.944768721,4.019924394040472
24,2002.0,"3,600",0.95,973.4386703,China,Industry (TDS <10ppm),Nomura Micro Science,2630000.0,Pure water or tap water (TDS <500ppm),Nomura Micro Science,3504379.213,22.396428,China,Land based,114.109497,Spiral Wound Membrane,2003,,Online,Nomura Micro Science,100.0,Stand-alone,EPC,China,Asia Pacific,,Spiral Wound Membrane,,M,East Asia / Pacific,RO (Reverse Osmosis),,720.0,5.0,,,2012.0,0.42529303910866606,1.067623718,2148.0589206160003,2.944768721,4.019924394040472
25,2002.0,"3,600",0.95,884.607765,China,Industry (TDS <10ppm),Nomura Micro Science,2390000.0,Pure water or tap water (TDS <500ppm),Nomura Micro Science,3184587.954,22.396428,China,Land based,114.109497,Spiral Wound Membrane,2003,,Online,Nomura Micro Science,100.0,Stand-alone,EPC,China,Asia Pacific,Electric Motor,Spiral Wound Membrane,Single Pass,M,East Asia / Pacific,RO (Reverse Osmosis),,3600.0,1.0,,,2012.0,0.42529303910866606,1.067623718,2148.0589206160003,2.944768721,4.019924394040472
26,2002.0,"1,000",0.26,3477.729941,China,Demonstration,"Institute of Seawater Desalination and Multipurpose Utilization, SOA",2610000.0,Seawater (TDS 20000ppm - 50000ppm),State Oceanic Administration,3477729.941,39.1422222,Tianjin,Land based,117.1766667,Spiral Wound Membrane,2003,unspecified institute,Online,State Oceanic Administration,100.0,Stand-alone,EPC,Tianjin,Asia Pacific,Electric Motor,Spiral Wound Membrane,Single Pass,M,East Asia / Pacific,RO (Reverse Osmosis),,1000.0,1.0,,,2012.0,0.42529303910866606,1.067623718,2148.0589206160003,2.944768721,4.019924394040472
27,2002.0,700,0.18,3502.475693,China,Power stations (TDS <10ppm),Alfa Laval,1840000.0,Seawater (TDS 20000ppm - 50000ppm),Alfa Laval,2451732.985,22.198745,Macau,Land based,113.543873,,2003,,Online,Alfa Laval,100.0,Stand-alone,EPC,Macau,Asia Pacific,,,,S,East Asia / Pacific,MED (Multi-effect Distillation),,700.0,1.0,,,2012.0,0.42529303910866606,1.067623718,2148.0589206160003,2.944768721,4.019924394040472
28,2002.0,500,0.13,1757.132616,China,Municipalities as drinking water (TDS 10ppm - <1000ppm),,700000.0,Brackish water or inland water (TDS 3000ppm - <20000ppm),,878566.3082,37.533333,Yantai,Land based,121.4,,2005,,Online,,,Stand-alone,EPC,Yantai City,Asia Pacific,Electric Motor,,Single Pass,S,East Asia / Pacific,RO (Reverse Osmosis),,500.0,1.0,,,2012.0,0.42529303910866606,1.067623718,2148.0589206160003,2.944768721,4.019924394040472
29,2002.0,"4,000",1.06,3812.114743,Egypt,Municipalities as drinking water (TDS 10ppm - <1000ppm),,11190000.0,Seawater (TDS 20000ppm - 50000ppm),,15248458.97,,Egypt,Land based,,,2002,,Online,,,Stand-alone,EPC,Egypt,EMEA,Electric Motor,,Single Pass,M,Middle East / North Africa,RO (Reverse Osmosis),,4000.0,1.0,,,2015.0,0.212466394995855,1.034187421,2083.887653315,1.327987529,4.019924394040472
30,2002.0,"2,500",0.66,3533.693412,Egypt,Industry (TDS <10ppm),Metito,6630000.0,Seawater (TDS 20000ppm - 50000ppm),Metito,8834233.529,27.84636195,Sharm El Sheikh,Land based,34.25427248,Spiral Wound Membrane,2003,International Utilities,Online,Metito,100.0,Stand-alone,EPC,Sharm El Sheikh,EMEA,Electric Motor,Spiral Wound Membrane,Single Pass,M,Middle East / North Africa,RO (Reverse Osmosis),,2500.0,1.0,,,2015.0,0.212466394995855,1.034187421,2083.887653315,1.327987529,4.019924394040472
31,2002.0,"2,000",0.53,3380.294336,Egypt,Tourist facilities as drinking water (TDS 10ppm - <1000ppm),Metito / Aqualyng Holding AS,5210000.0,Seawater (TDS 20000ppm - 50000ppm),Consortium,6760588.671,27.84636195,Sharm El Sheikh,Land based,34.25427248,Spiral Wound Membrane,2004,Esco Technology Inc,Online,Metito,50.0,Stand-alone,EPC,Sharm El Sheikh,EMEA,Electric Motor,Spiral Wound Membrane,Single Pass,M,Middle East / North Africa,RO (Reverse Osmosis),,2000.0,1.0,,,2015.0,0.212466394995855,1.034187421,2083.887653315,1.327987529,4.019924394040472
32,2002.0,"1,000",0.26,1958.721461,Egypt,Tourist facilities as drinking water (TDS 10ppm - <1000ppm),Metito,1470000.0,Wastewater,Metito,1958721.461,28.089444399999994,Nabq,Land based,34.4288889,Spiral Wound Membrane,2003,International Utilities,Online,Metito,100.0,Stand-alone,EPC,Nabq,EMEA,Electric Motor,Spiral Wound Membrane,Single Pass,M,Middle East / North Africa,RO (Reverse Osmosis),,500.0,2.0,,,2015.0,0.212466394995855,1.034187421,2083.887653315,1.327987529,4.019924394040472
33,2002.0,"1,000",0.26,3531.028484,Egypt,Tourist facilities as drinking water (TDS 10ppm - <1000ppm),Metito,2650000.0,Seawater (TDS 20000ppm - 50000ppm),Metito,3531028.484,26.7333333,Safaga,Land based,33.9333333,Spiral Wound Membrane,2003,Kiriazy Co.for Engineering Industries,Online,Metito,100.0,Stand-alone,EPC,Safaga,EMEA,Electric Motor,Spiral Wound Membrane,Single Pass,M,Middle East / North Africa,RO (Reverse Osmosis),,500.0,2.0,,,2015.0,0.212466394995855,1.034187421,2083.887653315,1.327987529,4.019924394040472
34,2002.0,"1,000",0.26,3477.729941,Egypt,Tourist facilities as drinking water (TDS 10ppm - <1000ppm),Metito,2610000.0,Seawater (TDS 20000ppm - 50000ppm),Metito,3477729.941,27.84636195,Sharm El Sheikh,Land based,34.25427248,Spiral Wound Membrane,2003,Esco Technology Inc,Online,Metito,100.0,Stand-alone,EPC,Sharm El Sheikh,EMEA,Electric Motor,Spiral Wound Membrane,Single Pass,M,Middle East / North Africa,RO (Reverse Osmosis),,1000.0,1.0,,,2015.0,0.212466394995855,1.034187421,2083.887653315,1.327987529,4.019924394040472
35,2002.0,"1,000",0.26,3477.729941,Egypt,Industry (TDS <10ppm),Metito,2610000.0,Seawater (TDS 20000ppm - 50000ppm),Metito,3477729.941,27.84636195,Sharm El Sheikh,Land based,34.25427248,Spiral Wound Membrane,2003,Esco Technology Inc,Online,Metito,100.0,Stand-alone,EPC,Sharm El Sheikh,EMEA,Electric Motor,Spiral Wound Membrane,Single Pass,M,Middle East / North Africa,RO (Reverse Osmosis),,1000.0,1.0,,,2015.0,0.212466394995855,1.034187421,2083.887653315,1.327987529,4.019924394040472
36,2002.0,"1,000",0.26,3477.729941,Egypt,Municipalities as drinking water (TDS 10ppm - <1000ppm),UNIHA Wasser Technologie Gmbh,2610000.0,Seawater (TDS 20000ppm - 50000ppm),UNIHA Wasser Technologie Gmbh,3477729.941,,Egypt,Land based,,Spiral Wound Membrane,2003,,Online,UNIHA Wasser Technologie Gmbh,100.0,Stand-alone,EPC,Egypt,EMEA,Electric Motor,Spiral Wound Membrane,Single Pass,M,Middle East / North Africa,RO (Reverse Osmosis),,1000.0,1.0,,,2015.0,0.212466394995855,1.034187421,2083.887653315,1.327987529,4.019924394040472
37,2002.0,432,0.11,3484.344058,Egypt,Industry (TDS <10ppm),Entropie S.A.S.,1160000.0,Seawater (TDS 20000ppm - 50000ppm),Veolia,1505236.633,31.4194444,Damietta,Land based,31.815,,2004,,Online,Veolia,50.0,Stand-alone,EPC,Damietta,EMEA,,,,S,Middle East / North Africa,MED (Multi-effect Distillation),MVC (Mechanical Vapour Compression),216.0,2.0,,,2015.0,0.212466394995855,1.034187421,2083.887653315,1.327987529,4.019924394040472
38,2002.0,300,0.08,3633.82996,Egypt,Tourist facilities as drinking water (TDS 10ppm - <1000ppm),Metito,800000.0,Seawater (TDS 20000ppm - 50000ppm),Metito,1090148.988,29.588333,Ain Sokhna,Land based,32.3425,Spiral Wound Membrane,2002,Tiba Trading,Online,Metito,100.0,Stand-alone,EPC,El Ain El Sokhna,EMEA,Electric Motor,Spiral Wound Membrane,Single Pass,S,Middle East / North Africa,RO (Reverse Osmosis),,300.0,1.0,,,2015.0,0.212466394995855,1.034187421,2083.887653315,1.327987529,4.019924394040472
39,2002.0,300,0.08,3633.82996,Egypt,Tourist facilities as drinking water (TDS 10ppm - <1000ppm),Metito,800000.0,Seawater (TDS 20000ppm - 50000ppm),Metito,1090148.988,29.588333,Ain Sokhna,Land based,32.3425,Spiral Wound Membrane,2002,Tiba Trading,Online,Metito,100.0,Stand-alone,EPC,El Ain El Sokhna,EMEA,Electric Motor,Spiral Wound Membrane,Single Pass,S,Middle East / North Africa,RO (Reverse Osmosis),,300.0,1.0,,,2015.0,0.212466394995855,1.034187421,2083.887653315,1.327987529,4.019924394040472
40,2002.0,300,0.08,3633.82996,Egypt,Tourist facilities as drinking water (TDS 10ppm - <1000ppm),Metito,800000.0,Seawater (TDS 20000ppm - 50000ppm),Metito,1090148.988,29.588333,Ain Sokhna,Land based,32.3425,Spiral Wound Membrane,2002,Tiba Trading,Online,Metito,100.0,Stand-alone,EPC,El Ain El Sokhna,EMEA,Electric Motor,Spiral Wound Membrane,Single Pass,S,Middle East / North Africa,RO (Reverse Osmosis),,300.0,1.0,,,2015.0,0.212466394995855,1.034187421,2083.887653315,1.327987529,4.019924394040472
41,2002.0,230,0.06,1421.933463,Egypt,Tourist facilities as drinking water (TDS 10ppm - <1000ppm),Metito,240000.0,Brackish water or inland water (TDS 3000ppm - <20000ppm),Metito,327044.6965,30.05,Cairo,Land based,31.25,Spiral Wound Membrane,2002,US National Naval Medical Center,Online,Metito,100.0,Stand-alone,EPC,Cairo,EMEA,Electric Motor,Spiral Wound Membrane,Single Pass,S,Middle East / North Africa,RO (Reverse Osmosis),,230.0,1.0,,,2015.0,0.212466394995855,1.034187421,2083.887653315,1.327987529,4.019924394040472
42,2002.0,200,0.05,3679.252835,Egypt,Tourist facilities as drinking water (TDS 10ppm - <1000ppm),Metito,540000.0,Seawater (TDS 20000ppm - 50000ppm),Metito,735850.567,27.2388889,Hurghada,Land based,33.836111100000004,Spiral Wound Membrane,2002,INTERCONTI HOTEL,Online,Metito,100.0,Stand-alone,EPC,Hurghada,EMEA,Electric Motor,Spiral Wound Membrane,Single Pass,S,Middle East / North Africa,RO (Reverse Osmosis),,200.0,1.0,,,2015.0,0.212466394995855,1.034187421,2083.887653315,1.327987529,4.019924394040472
43,2002.0,600,0.16,3611.118523,France,Municipalities as drinking water (TDS 10ppm - <1000ppm),Veolia Iberica (Bekox),1590000.0,Seawater (TDS 20000ppm - 50000ppm),Veolia,2166671.114,42.0,Corsica,Land based,9.0,,2002,Ayto Aigues,Online,Veolia,100.0,Stand-alone,EPC,Corsica,EMEA,,,,S,Western Europe,RO (Reverse Osmosis),,600.0,1.0,,,,,0.0,,1.750634001,4.019924394040472
44,2002.0,"2,000",0.53,3611.118524,Greece,Municipalities as drinking water (TDS 10ppm - <1000ppm),Temak SA,5300000.0,Seawater (TDS 20000ppm - 50000ppm),Temak SA,7222237.047,37.46341356,Syros,Land based,24.92495728,Hollow Fibre Membrane,2002,,Online,Temak SA,100.0,Stand-alone,EPC,Syros,EMEA,Electric Motor,Hollow Fibre Membrane,Single Pass,M,Western Europe,RO (Reverse Osmosis),,2000.0,1.0,,,,,0.0,,3.27257144,4.019924394040472
45,2002.0,"1,600",0.42,3406.246691,Greece,Power stations (TDS <10ppm),Alfa Laval,4200000.0,Seawater (TDS 20000ppm - 50000ppm),Alfa Laval,5449994.706,35.25,Crete,Land based,24.75,,2004,PPC,Online,Alfa Laval,100.0,Stand-alone,EPC,Crete,EMEA,,,,M,Western Europe,MED (Multi-effect Distillation),,800.0,2.0,,,,,0.0,,3.27257144,4.019924394040472
46,2002.0,500,0.13,1417.193685,Greece,Municipalities as drinking water (TDS 10ppm - <1000ppm),Watera Hellas,520000.0,Brackish water or inland water (TDS 3000ppm - <20000ppm),Culligan International Company,708596.8423,37.56509571,AG Georgius,Land based,22.79967785,,2002,,Online,Culligan International Company,100.0,Stand-alone,EPC,AG Georgius,EMEA,Electric Motor,,Single Pass,S,Western Europe,RO (Reverse Osmosis),,500.0,1.0,,,,,0.0,,3.27257144,4.019924394040472
47,2002.0,500,0.13,3651.99911,Greece,Municipalities as drinking water (TDS 10ppm - <1000ppm),Watera Hellas,1340000.0,Seawater (TDS 20000ppm - 50000ppm),Culligan International Company,1825999.555,37.46341356,Syros,Land based,24.92495728,Spiral Wound Membrane,2002,,Online,Culligan International Company,100.0,Stand-alone,EPC,Syros,EMEA,Electric Motor,Spiral Wound Membrane,Single Pass,S,Western Europe,RO (Reverse Osmosis),,500.0,1.0,,,,,0.0,,3.27257144,4.019924394040472
48,2002.0,400,0.11,1365.775169,Greece,Tourist facilities as drinking water (TDS 10ppm - <1000ppm),Temak SA,410000.0,Brackish water or inland water (TDS 3000ppm - <20000ppm),Temak SA,546310.0674,35.25,Crete,Land based,24.75,Spiral Wound Membrane,2003,Hotel,Online,Temak SA,100.0,Stand-alone,EPC,Crete,EMEA,Electric Motor,Spiral Wound Membrane,Single Pass,S,Western Europe,RO (Reverse Osmosis),,400.0,1.0,,,,,0.0,,3.27257144,4.019924394040472
49,2002.0,400,0.11,1396.753391,Greece,Tourist facilities as drinking water (TDS 10ppm - <1000ppm),Temak SA,410000.0,Brackish water or inland water (TDS 3000ppm - <20000ppm),Temak SA,558701.3565,38.54816542,Evia Island,Land based,23.74804694,Spiral Wound Membrane,2002,Resort,Online,Temak SA,100.0,Stand-alone,EPC,Evia Island,EMEA,,Spiral Wound Membrane,,S,Western Europe,RO (Reverse Osmosis),,400.0,1.0,,,,,0.0,,3.27257144,4.019924394040472
